user,item,rating,genre
385,652,3.0,"fiction, contemporary, ebooks"
385,466,4.0,"thriller, contemporary, ebooks, crime, suspense, mystery, fiction"
386,1,4.0,"contemporary, mystery, paranormal, fantasy, fiction, classics"
386,72,3.0,"memoir, nonfiction, travel, ebooks, contemporary, history, fiction, biography"
386,125,3.0,"contemporary, fiction, history, biography, ebooks, memoir, nonfiction, travel"
386,25,3.0,"ebooks, contemporary, history, nonfiction"
386,26,4.0,"classics, fantasy, fiction"
386,28,4.0,"nonfiction, ebooks"
386,61,5.0,"ebooks, science, classics, fantasy, fiction, philosophy, religion"
386,84,5.0,"nonfiction, fantasy, art, fiction, classics, science"
386,74,2.0,"contemporary, classics, fiction, sports, memoir, history"
386,7,4.0,"romance, fantasy, poetry, religion, ebooks, spirituality, philosophy, classics"
386,48,4.0,"fiction, classics, religion, ebooks, romance"
386,158,4.0,"ebooks, philosophy, biography, mystery, nonfiction, religion, classics, fantasy, fiction, science"
386,496,4.0,"psychology, nonfiction, philosophy, romance, contemporary, classics, fiction, ebooks"
386,83,3.0,"biography, travel, memoir, fiction, history, contemporary, classics, philosophy, ebooks, nonfiction"
387,56,5.0,"contemporary, fantasy, classics, science, ebooks, fiction"
387,73,5.0,"contemporary, classics, fiction"
387,65,3.0,"ebooks, nonfiction, classics, business, spirituality"
387,444,5.0,"ebooks, nonfiction, science, history, business, psychology, fiction, philosophy"
387,654,5.0,"ebooks, romance, fiction"
388,33,3.0,"contemporary, classics, romance, fiction, ebooks"
388,34,5.0,"suspense, mystery, crime, contemporary, ebooks, fantasy, science, romance, thriller, fiction"
388,334,5.0,"fiction, history, fantasy, classics, ebooks, nonfiction, philosophy"
388,250,2.0,"horror, paranormal, fiction, comics, fantasy, manga"
388,418,4.0,"ebooks, spirituality, religion, travel, fiction, philosophy, contemporary, classics, fantasy"
388,279,3.0,"biography, memoir, contemporary, fiction, ebooks, nonfiction, music"
388,178,3.0,"classics, fiction, ebooks, fantasy, paranormal"
388,338,4.0,"ebooks, mystery, fiction, romance, crime, contemporary, thriller, suspense"
389,3,4.0,"science, philosophy, ebooks, religion, fiction, fantasy, classics"
389,4,4.0,"philosophy, religion, ebooks, science, classics, fantasy, fiction"
389,75,4.0,"fiction, contemporary, romance"
389,5,4.0,"contemporary, fiction, classics, romance, memoir, ebooks"
389,6,4.0,"biography, romance, ebooks, contemporary, fiction, classics"
389,30,3.0,"fantasy, thriller, crime, horror, classics, fiction, contemporary, suspense, history, mystery"
389,169,4.0,"fiction, contemporary, ebooks"
389,170,3.0,"history, psychology, philosophy, fiction, business, classics, nonfiction"
389,188,4.0,"art, ebooks, fiction, history, romance, contemporary, classics"
389,246,3.0,"contemporary, ebooks, fantasy, romance, classics, history, christian, religion, spirituality, fiction, philosophy"
389,611,3.0,"religion, ebooks, fantasy, classics, romance, travel, history, fiction, contemporary"
389,174,4.0,"travel, ebooks, horror, history, fiction, classics, philosophy"
390,362,5.0,"contemporary, nonfiction, classics, ebooks, fiction, poetry"
390,529,4.0,"fiction, contemporary, romance, ebooks, classics"
390,498,5.0,"fiction, contemporary, ebooks, business"
390,609,4.0,"fiction, classics, history"
390,591,3.0,"fantasy, horror, science, mystery, suspense, thriller, fiction, contemporary, crime, ebooks"
390,655,5.0,"thriller, nonfiction, contemporary, ebooks, classics, suspense, history, crime, mystery, fiction"
391,551,2.0,"history, spirituality, psychology, nonfiction, science, religion, philosophy"
391,216,5.0,"fantasy, fiction, ebooks, mystery, science"
391,217,5.0,"mystery, fiction, romance, crime, contemporary, suspense, thriller, ebooks"
391,152,4.0,"ebooks, suspense, crime, mystery, thriller, fiction, classics"
391,505,4.0,"fiction, contemporary, thriller, mystery, ebooks, suspense, horror, travel, crime, romance, classics"
392,106,4.0,"ebooks, contemporary, philosophy, business, fiction, nonfiction, memoir, psychology, biography, romance"
392,98,5.0,"classics, fiction, poetry, ebooks, romance, fantasy"
392,229,5.0,"nonfiction, biography, history, travel, contemporary, classics, memoir, fiction"
392,657,5.0,"fiction, contemporary, history, ebooks"
392,290,4.0,"ebooks, suspense, contemporary, crime, thriller, mystery, fiction"
392,269,5.0,"ebooks, classics, history, fiction, philosophy"
392,417,3.0,"ebooks, horror, philosophy, fantasy, classics, fiction"
393,72,2.0,"travel, nonfiction, memoir, biography, fiction, ebooks, history, contemporary"
393,25,3.0,"nonfiction, history, ebooks, contemporary"
393,2,2.0,"ebooks, fiction, classics, fantasy"
393,3,3.0,"philosophy, ebooks, religion, science, classics, fantasy, fiction"
393,127,3.0,"nonfiction, poetry, biography, fiction, memoir, contemporary"
393,64,3.0,"fiction, science, classics, philosophy, contemporary, fantasy, romance, mystery, ebooks, business"
394,80,4.0,"philosophy, classics, history, ebooks, contemporary, romance, fiction"
394,96,4.0,"nonfiction, fiction, biography, history"
394,264,5.0,"fiction, contemporary, ebooks, philosophy, memoir, biography, travel, nonfiction, religion, crime, psychology, history"
394,631,3.0,"contemporary, crime, travel, fiction, classics, history, mystery, thriller"
394,403,4.0,"ebooks, romance, fiction, contemporary, memoir"
394,492,3.0,"history, memoir, ebooks, travel, nonfiction, science, fiction, classics, biography"
395,123,4.0,"romance, mystery, paranormal, fiction, fantasy"
395,283,4.0,"contemporary, classics, paranormal, mystery, fiction, fantasy"
395,56,4.0,"contemporary, ebooks, science, classics, fantasy, fiction"
395,124,5.0,"fiction, philosophy, contemporary, ebooks, science, classics, fantasy"
395,125,5.0,"contemporary, ebooks, fiction, history, nonfiction, travel, biography, memoir"
395,73,4.0,"fiction, classics, contemporary"
395,84,5.0,"fiction, art, fantasy, nonfiction, classics, science"
395,76,5.0,"classics, fiction, romance, ebooks"
395,48,3.0,"romance, ebooks, religion, fiction, classics"
395,49,4.0,"science, ebooks, classics, fiction, fantasy"
395,50,4.0,"classics, crime, contemporary, mystery, fiction, philosophy, thriller, comics"
395,96,4.0,"fiction, biography, nonfiction, history"
395,214,4.0,"ebooks, fantasy, fiction, history, thriller, philosophy, science"
395,148,4.0,"cookbooks, nonfiction, fiction, ebooks"
395,410,5.0,"science, business, psychology, biography, classics, ebooks, nonfiction, history, philosophy"
395,98,3.0,"classics, fiction, poetry, ebooks, romance, fantasy"
395,215,3.0,"fiction, poetry, history, philosophy"
395,230,5.0,"ebooks, fantasy, mystery, religion, contemporary, paranormal, christian, thriller, fiction, suspense, romance, horror"
395,658,5.0,"fiction, classics, contemporary, mystery, philosophy, thriller, ebooks, fantasy, horror"
395,254,5.0,"classics, fantasy, poetry, romance, history, fiction"
395,659,4.0,"romance, fiction, contemporary, ebooks, paranormal, mystery"
395,660,5.0,"classics, contemporary, fiction"
396,77,4.0,"romance, classics, contemporary, fiction"
396,219,4.0,"philosophy, ebooks, history, fantasy, fiction, science"
396,409,3.0,"history, nonfiction, crime, fiction, memoir, business, biography"
396,42,3.0,"ebooks, cookbooks, nonfiction, science, history, philosophy, memoir"
396,156,4.0,"classics, memoir, history, nonfiction, biography, fiction, religion"
396,661,4.0,"suspense, horror, contemporary, thriller, mystery, fantasy, paranormal, fiction, ebooks"
397,123,5.0,"paranormal, fiction, fantasy, mystery, romance"
397,23,4.0,"contemporary, fiction, classics, paranormal, mystery, fantasy"
397,283,5.0,"contemporary, mystery, paranormal, classics, fiction, fantasy"
397,124,5.0,"fiction, fantasy, classics, science, ebooks, contemporary, philosophy"
397,69,5.0,"fiction, philosophy, science, nonfiction, history, ebooks, travel"
397,70,5.0,"contemporary, ebooks, fiction, history, memoir, nonfiction, travel, biography"
397,71,5.0,"biography, memoir, nonfiction, travel, history, ebooks, contemporary, science, fiction"
397,72,5.0,"contemporary, history, biography, memoir, nonfiction, travel, ebooks, fiction"
397,57,5.0,"travel, nonfiction, biography, history, ebooks, fiction, contemporary, memoir"
397,125,3.0,"travel, nonfiction, memoir, biography, history, fiction, contemporary, ebooks"
397,58,5.0,"ebooks, fiction, fantasy, classics"
397,73,5.0,"classics, fiction, contemporary"
397,60,4.0,"ebooks, fiction, classics"
397,76,4.0,"romance, classics, fiction, ebooks"
397,9,3.0,"classics, contemporary, science, fiction, fantasy, ebooks, crime, mystery"
397,87,4.0,"romance, philosophy, thriller, crime, mystery, contemporary, fiction"
397,169,4.0,"fiction, contemporary, ebooks"
397,170,4.0,"history, psychology, philosophy, classics, nonfiction, fiction, business"
397,37,4.0,"history, biography, fiction, classics, ebooks, nonfiction"
397,38,4.0,"history, classics, suspense, contemporary, thriller, ebooks, crime, romance, mystery, fantasy, fiction"
397,496,3.0,"ebooks, philosophy, psychology, nonfiction, romance, fiction, classics, contemporary"
397,171,4.0,"spirituality, psychology, classics, philosophy, ebooks, nonfiction, fantasy, fiction, religion, contemporary"
397,330,1.0,"classics, fiction, fantasy, romance, poetry, ebooks"
397,195,5.0,"science, classics, business, nonfiction, history"
397,41,4.0,"classics, nonfiction, fiction, ebooks, philosophy, history, science"
398,123,4.0,"fantasy, fiction, paranormal, mystery, romance"
398,24,4.0,"paranormal, mystery, contemporary, classics, fantasy, fiction"
398,69,4.0,"history, fiction, travel, ebooks, science, philosophy, nonfiction"
398,70,4.0,"contemporary, ebooks, fiction, biography, history, memoir, nonfiction, travel"
398,71,5.0,"contemporary, science, ebooks, fiction, history, travel, biography, memoir, nonfiction"
398,57,4.0,"nonfiction, memoir, biography, history, ebooks, fiction, contemporary, travel"
398,125,3.0,"travel, nonfiction, memoir, biography, history, fiction, contemporary, ebooks"
398,73,3.0,"fiction, contemporary, classics"
398,60,4.0,"ebooks, fiction, classics"
398,61,3.0,"fiction, classics, fantasy, science, ebooks, religion, philosophy"
398,74,3.0,"history, fiction, classics, contemporary, sports, memoir"
398,9,3.0,"science, crime, fiction, classics, mystery, fantasy, contemporary, ebooks"
398,49,4.0,"classics, science, ebooks, fiction, fantasy"
398,204,4.0,"fiction, fantasy, classics, crime, science, mystery, paranormal, contemporary, travel, ebooks"
398,87,4.0,"romance, philosophy, thriller, crime, mystery, fiction, contemporary"
398,330,4.0,"classics, fiction, romance, ebooks, fantasy, poetry"
398,107,4.0,"classics, fiction, romance, ebooks"
398,367,3.0,"history, nonfiction, art"
398,42,4.0,"ebooks, memoir, cookbooks, philosophy, history, science, nonfiction"
399,23,4.0,"contemporary, fantasy, fiction, classics, paranormal, mystery"
399,283,5.0,"paranormal, mystery, contemporary, fiction, fantasy, classics"
399,69,5.0,"philosophy, ebooks, travel, fiction, history, nonfiction, science"
399,71,3.0,"nonfiction, memoir, biography, travel, history, fiction, ebooks, science, contemporary"
399,72,5.0,"travel, nonfiction, memoir, biography, fiction, history, contemporary, ebooks"
399,125,3.0,"nonfiction, travel, biography, history, memoir, fiction, contemporary, ebooks"
399,58,4.0,"ebooks, fiction, classics, fantasy"
399,2,3.0,"fantasy, classics, fiction, ebooks"
399,59,3.0,"ebooks, classics, contemporary, history, fiction"
399,60,4.0,"classics, fiction, ebooks"
399,30,4.0,"mystery, history, fiction, classics, horror, crime, suspense, contemporary, fantasy, thriller"
399,87,4.0,"fiction, romance, philosophy, thriller, crime, mystery, contemporary"
399,16,3.0,"classics, history, philosophy, science, psychology, art, business, nonfiction"
399,37,5.0,"ebooks, classics, fiction, biography, nonfiction, history"
399,38,5.0,"suspense, contemporary, thriller, classics, romance, mystery, fiction, history, fantasy, crime, ebooks"
399,164,3.0,"nonfiction, business, biography, history, science, fiction, ebooks, psychology, memoir, contemporary, sports"
399,41,5.0,"nonfiction, history, science, philosophy, ebooks, fiction, classics"
399,409,3.0,"nonfiction, crime, fiction, memoir, business, biography, history"
400,179,5.0,"philosophy, ebooks, classics, romance, science, religion, fantasy, fiction"
400,38,5.0,"ebooks, crime, history, classics, suspense, contemporary, thriller, romance, fantasy, mystery, fiction"
400,39,5.0,"contemporary, horror, religion, biography, philosophy, memoir, classics, nonfiction, fiction, history"
400,40,5.0,"fiction, romance, contemporary, classics, ebooks"
400,41,5.0,"classics, history, ebooks, philosophy, science, fiction, nonfiction"
400,43,5.0,"classics, history, romance, travel, fiction"
400,45,3.0,"mystery, contemporary, suspense, fiction"
400,328,5.0,"classics, fiction, romance, history, ebooks"
401,214,4.0,"history, thriller, philosophy, ebooks, science, fantasy, fiction"
401,410,3.0,"business, psychology, philosophy, history, nonfiction, ebooks, classics, biography, science"
401,156,4.0,"memoir, classics, history, biography, religion, nonfiction, fiction"
401,663,4.0,"science, nonfiction, business, philosophy, history"
401,393,3.0,"ebooks, thriller, suspense, crime, mystery, contemporary, romance, fiction"
402,23,2.0,"fiction, contemporary, mystery, classics, paranormal, fantasy"
402,25,5.0,"nonfiction, history, ebooks, contemporary"
402,334,5.0,"philosophy, nonfiction, ebooks, classics, fantasy, history, fiction"
402,437,5.0,"classics, poetry, philosophy, history, fantasy, fiction, ebooks"
402,631,5.0,"crime, contemporary, travel, mystery, thriller, fiction, classics, history"
402,509,5.0,"mystery, suspense, classics, ebooks, crime, thriller, fiction"
402,279,5.0,"music, nonfiction, fiction, memoir, contemporary, biography, ebooks"
402,665,5.0,"ebooks, music, romance, contemporary, fiction, classics"
402,545,5.0,"fiction, contemporary, romance, classics, ebooks"
402,618,5.0,"mystery, fiction, thriller, suspense, crime, contemporary, ebooks"
402,338,5.0,"contemporary, thriller, crime, romance, ebooks, fiction, mystery, suspense"
403,14,4.0,"nonfiction, music, memoir, fiction, contemporary, philosophy, history, biography, sports, psychology, science"
403,33,4.0,"fiction, classics, romance, contemporary, ebooks"
403,116,5.0,"classics, fiction"
403,132,1.0,"contemporary, classics, fantasy, mystery, fiction"
403,97,5.0,"fiction, travel, philosophy, history, classics, nonfiction"
403,119,5.0,"ebooks, romance, classics, fiction"
403,102,5.0,"biography, fiction, fantasy, romance, nonfiction, classics, memoir, spirituality, philosophy, religion, contemporary, travel, ebooks"
403,298,4.0,"crime, suspense, ebooks, thriller, mystery, fiction, contemporary"
403,416,2.0,"fiction, nonfiction, philosophy, biography, memoir, ebooks, classics, contemporary"
404,586,4.0,"psychology, mystery, romance, classics, religion, ebooks, fantasy, spirituality, contemporary, philosophy"
404,633,5.0,"fantasy, fiction, classics, nonfiction"
404,634,5.0,"suspense, paranormal, mystery, romance, ebooks, thriller, horror, fiction, fantasy"
404,589,5.0,"mystery, suspense, thriller, crime, ebooks, fiction, contemporary, romance"
404,535,5.0,"fiction, classics, contemporary, philosophy, ebooks"
405,23,3.0,"contemporary, paranormal, classics, fiction, fantasy, mystery"
405,1,4.0,"contemporary, mystery, fantasy, fiction, paranormal, classics"
405,68,4.0,"fantasy, thriller, contemporary, mystery, paranormal, classics, fiction"
405,283,3.0,"mystery, paranormal, contemporary, classics, fiction, fantasy"
405,69,4.0,"travel, philosophy, science, ebooks, fiction, nonfiction, history"
405,70,4.0,"fiction, contemporary, ebooks, biography, history, memoir, nonfiction, travel"
405,57,4.0,"fiction, ebooks, history, biography, memoir, nonfiction, travel, contemporary"
405,7,2.0,"religion, fantasy, ebooks, spirituality, romance, philosophy, classics, poetry"
405,131,3.0,"fiction, classics, fantasy, philosophy, science, religion, ebooks"
405,13,4.0,"music, travel, biography, fiction, contemporary, history, ebooks, memoir, nonfiction"
405,546,3.0,"philosophy, fiction, classics, nonfiction, spirituality, travel, psychology, memoir, biography, contemporary, ebooks, business, religion"
405,422,3.0,"history, classics, biography, romance, fiction"
405,526,3.0,"paranormal, ebooks, history, fiction, fantasy, romance"
406,117,5.0,"fiction, mystery, thriller, suspense, crime, contemporary, religion, fantasy, history, ebooks, classics, art, romance"
406,100,3.0,"contemporary, classics, ebooks, fiction, romance, fantasy"
406,139,3.0,"science, nonfiction, history, biography, travel, fiction, ebooks"
406,268,2.0,"contemporary, fiction"
406,333,5.0,"thriller, contemporary, mystery, ebooks, fiction, christian"
406,291,5.0,"religion, nonfiction, psychology, philosophy, spirituality"
406,292,4.0,"mystery, fiction, crime, thriller, ebooks"
407,171,3.0,"contemporary, ebooks, spirituality, philosophy, psychology, classics, nonfiction, fiction, religion, fantasy"
407,264,5.0,"psychology, religion, nonfiction, biography, memoir, travel, ebooks, contemporary, crime, philosophy, fiction, history"
407,160,1.0,contemporary
407,663,4.0,"history, science, philosophy, business, nonfiction"
407,425,4.0,"classics, fiction"
408,158,3.0,"classics, religion, philosophy, ebooks, biography, mystery, science, fiction, fantasy, nonfiction"
408,202,4.0,"science, ebooks, history, classics, philosophy, business, nonfiction"
408,217,4.0,"romance, crime, contemporary, suspense, fiction, ebooks, mystery, thriller"
408,275,3.0,"suspense, mystery, ebooks, thriller, romance, religion, classics, history, fiction, fantasy, contemporary"
408,276,5.0,"classics, nonfiction, fiction, poetry, fantasy, philosophy, romance"
408,585,3.0,"nonfiction, contemporary, crime, psychology, fiction, memoir, biography"
408,506,3.0,"classics, fiction, romance, music"
409,26,4.0,"fantasy, fiction, classics"
409,48,3.0,"religion, ebooks, romance, fiction, classics"
409,126,1.0,"romance, science, classics, fiction, fantasy"
409,88,4.0,"business, nonfiction, psychology"
409,319,2.0,"philosophy, science, contemporary, history, business, nonfiction, fiction, ebooks, psychology"
409,496,4.0,"psychology, fiction, philosophy, romance, nonfiction, classics, contemporary, ebooks"
409,249,2.0,"classics, ebooks, romance, fiction, spirituality, philosophy, contemporary"
409,279,4.0,"biography, music, nonfiction, fiction, memoir, ebooks, contemporary"
409,398,2.0,"suspense, crime, thriller, fiction, ebooks, mystery, contemporary"
410,29,4.0,"classics, fiction, fantasy, philosophy, religion, ebooks, science"
410,8,3.0,"contemporary, romance, fiction, classics"
410,32,5.0,"contemporary, memoir, fiction, classics"
410,463,5.0,"science, nonfiction, psychology, ebooks, philosophy, business, history"
410,319,4.0,"nonfiction, business, history, philosophy, contemporary, science, fiction, psychology, ebooks"
410,404,5.0,"cookbooks, nonfiction, ebooks"
410,187,5.0,"suspense, crime, thriller, fiction, ebooks, mystery"
411,24,5.0,"paranormal, classics, fiction, fantasy, contemporary, mystery"
411,68,2.0,"thriller, contemporary, mystery, fantasy, fiction, classics, paranormal"
411,27,4.0,"nonfiction, fiction, art, fantasy, science"
411,73,4.0,"contemporary, fiction, classics"
411,60,5.0,"fiction, ebooks, classics"
411,61,3.0,"fantasy, classics, science, ebooks, religion, philosophy, fiction"
411,84,4.0,"science, classics, fiction, art, nonfiction, fantasy"
411,76,3.0,"ebooks, romance, fiction, classics"
411,131,4.0,"classics, fiction, fantasy, philosophy, science, religion, ebooks"
411,9,3.0,"fiction, fantasy, contemporary, classics, crime, science, ebooks, mystery"
411,49,3.0,"fiction, fantasy, ebooks, classics, science"
411,330,3.0,"classics, fiction, fantasy, romance, poetry, ebooks"
411,349,3.0,"ebooks, romance, history, fiction, classics"
411,298,5.0,"crime, mystery, fiction, ebooks, thriller, contemporary, suspense"
412,63,5.0,"ebooks, thriller, classics, crime, contemporary, mystery, fiction"
412,147,4.0,"contemporary, religion, romance, philosophy, ebooks, travel, spirituality, fiction, classics, fantasy"
412,65,4.0,"ebooks, spirituality, nonfiction, classics, business"
412,181,4.0,"fantasy, poetry, classics, fiction, psychology, history, philosophy"
412,231,5.0,"ebooks, thriller, fiction, mystery, classics, suspense, crime"
412,643,4.0,"fiction, thriller, mystery, suspense, contemporary, ebooks, crime, art, history"
413,220,2.0,"nonfiction, ebooks, psychology, business"
413,242,4.0,"history, fiction, fantasy, contemporary, christian, religion"
413,352,4.0,"history, classics, fiction, ebooks"
413,185,4.0,"thriller, mystery, fiction, crime, suspense, ebooks, horror, contemporary"
413,436,2.0,"nonfiction, religion, christian, spirituality, memoir, biography, philosophy, fiction, contemporary, music"
413,228,3.0,"fiction, contemporary, classics, romance, ebooks"
414,24,4.0,"contemporary, mystery, paranormal, classics, fantasy, fiction"
414,56,4.0,"contemporary, ebooks, science, classics, fantasy, fiction"
414,58,3.0,"fantasy, classics, fiction, ebooks"
414,59,3.0,"fiction, ebooks, contemporary, classics, history"
414,60,4.0,"classics, fiction, ebooks"
414,84,1.0,"science, fiction, nonfiction, art, classics, fantasy"
414,5,3.0,"ebooks, contemporary, memoir, romance, fiction, classics"
414,7,3.0,"classics, philosophy, romance, ebooks, fantasy, poetry, spirituality, religion"
414,48,4.0,"ebooks, fiction, classics, religion, romance"
414,62,3.0,"fantasy, classics, fiction"
414,81,3.0,"science, nonfiction, philosophy, history, ebooks"
414,214,3.0,"thriller, philosophy, science, ebooks, fiction, fantasy, history"
414,205,3.0,"science, psychology, nonfiction, fiction, contemporary, business, ebooks, history, philosophy"
414,44,3.0,"biography, fiction, nonfiction, memoir, ebooks, contemporary"
414,556,3.0,"classics, fiction, contemporary"
414,347,3.0,"nonfiction, ebooks, memoir, fiction, classics, history, travel, biography"
415,49,3.0,"science, ebooks, classics, fantasy, fiction"
415,50,2.0,"contemporary, mystery, fiction, crime, thriller, philosophy, classics, comics"
415,33,4.0,"classics, ebooks, contemporary, romance, fiction"
415,164,3.0,"science, biography, business, nonfiction, fiction, ebooks, psychology, memoir, contemporary, history, sports"
415,331,2.0,"religion, history, contemporary, ebooks, fiction, romance"
416,179,5.0,"ebooks, classics, philosophy, romance, science, religion, fantasy, fiction"
416,164,3.0,"biography, business, history, contemporary, memoir, psychology, ebooks, fiction, nonfiction, sports, science"
416,39,4.0,"religion, horror, classics, history, nonfiction, fiction, memoir, biography, contemporary, philosophy"
416,264,4.0,"memoir, ebooks, crime, philosophy, fiction, biography, travel, nonfiction, religion, psychology, history, contemporary"
416,348,2.0,"history, ebooks, romance, fiction, classics"
417,81,3.0,"science, nonfiction, philosophy, ebooks, history"
417,264,4.0,"philosophy, crime, contemporary, ebooks, memoir, biography, history, psychology, religion, nonfiction, travel, fiction"
417,99,3.0,"mystery, romance, history, art, fiction, religion, contemporary, ebooks, fantasy, classics"
417,42,5.0,"cookbooks, philosophy, history, science, nonfiction, memoir, ebooks"
417,631,3.0,"fiction, classics, history, mystery, thriller, travel, contemporary, crime"
418,262,4.0,"ebooks, classics, mystery, thriller, history, fiction, travel, crime, suspense"
418,409,3.0,"history, nonfiction, biography, memoir, fiction, crime, business"
418,355,3.0,"science, ebooks, fiction, biography, business, travel, nonfiction, history"
418,424,2.0,"mystery, ebooks, thriller, fiction, crime, contemporary, suspense, horror"
418,440,2.0,"fiction, poetry, philosophy, classics, history, fantasy"
419,68,4.0,"contemporary, thriller, fiction, fantasy, mystery, paranormal, classics"
419,124,3.0,"ebooks, contemporary, philosophy, fiction, fantasy, classics, science"
419,32,4.0,"classics, memoir, fiction, contemporary"
419,50,5.0,"comics, thriller, philosophy, classics, crime, contemporary, mystery, fiction"
419,14,4.0,"biography, science, psychology, history, philosophy, sports, contemporary, fiction, memoir, music, nonfiction"
419,116,5.0,"fiction, classics"
419,559,4.0,"sports, biography, fiction, memoir, nonfiction, ebooks"
419,135,4.0,"romance, classics, fiction, ebooks"
419,340,5.0,"mystery, thriller, classics, paranormal, ebooks, spirituality, religion, travel, philosophy, fiction"
420,22,5.0,"fantasy, fiction, mystery, classics, paranormal, contemporary, romance"
420,68,5.0,"fantasy, fiction, classics, paranormal, mystery, contemporary, thriller"
420,72,4.0,"biography, memoir, nonfiction, travel, fiction, ebooks, history, contemporary"
420,27,5.0,"fantasy, art, fiction, nonfiction, science"
420,60,5.0,"ebooks, classics, fiction"
420,47,5.0,"fiction, classics, fantasy, ebooks, history, thriller"
420,48,5.0,"religion, ebooks, romance, fiction, classics"
420,127,5.0,"memoir, nonfiction, biography, poetry, contemporary, fiction"
420,334,5.0,"fiction, classics, ebooks, nonfiction, philosophy, history, fantasy"
420,92,3.0,"ebooks, business, nonfiction, biography, history"
420,670,2.0,"fantasy, fiction, ebooks, science"
420,173,4.0,"classics, romance, history"
420,510,5.0,"religion, contemporary, philosophy, science, ebooks, fantasy, fiction, classics"
420,442,5.0,"romance, spirituality, contemporary, religion, fiction, christian"
421,283,4.0,"paranormal, mystery, classics, fiction, contemporary, fantasy"
421,60,4.0,"ebooks, classics, fiction"
421,77,4.0,"classics, contemporary, fiction, romance"
421,87,4.0,"fiction, contemporary, mystery, crime, thriller, philosophy, romance"
421,88,5.0,"psychology, business, nonfiction"
421,219,5.0,"fiction, fantasy, history, science, ebooks, philosophy"
421,83,5.0,"memoir, fiction, history, contemporary, philosophy, ebooks, classics, travel, nonfiction, biography"
421,349,5.0,"ebooks, history, romance, classics, fiction"
421,251,3.0,"contemporary, romance, ebooks, fiction, fantasy, mystery, paranormal"
421,304,4.0,"classics, fantasy, ebooks, science, contemporary, fiction"
421,654,3.0,"ebooks, romance, fiction"
422,262,2.0,"travel, classics, fiction, history, thriller, mystery, suspense, ebooks, crime"
422,314,1.0,"science, fantasy, classics, fiction"
422,45,2.0,"suspense, mystery, contemporary, fiction"
422,140,4.0,"history, thriller, romance, ebooks, suspense, contemporary, fiction, mystery"
422,142,4.0,"classics, fiction"
422,144,4.0,"ebooks, classics, fiction, fantasy"
422,145,4.0,"ebooks, classics, fantasy, fiction, science"
423,233,3.0,"mystery, contemporary, fiction, classics, ebooks"
423,256,5.0,"classics, fiction, history"
423,209,3.0,"fiction, thriller, mystery, suspense, romance, history, ebooks, crime"
423,258,5.0,"fiction, classics, romance, psychology, contemporary"
423,333,3.0,"thriller, christian, mystery, ebooks, contemporary, fiction"
424,9,5.0,"crime, contemporary, classics, fiction, mystery, ebooks, science, fantasy"
424,50,3.0,"comics, thriller, crime, contemporary, mystery, fiction, philosophy, classics"
424,87,5.0,"philosophy, thriller, crime, mystery, contemporary, fiction, romance"
424,354,5.0,"contemporary, history, fiction, romance, ebooks"
424,39,5.0,"history, nonfiction, philosophy, fiction, classics, memoir, contemporary, biography, religion, horror"
424,223,5.0,"thriller, crime, mystery, ebooks, contemporary, horror, suspense, fiction"
424,456,5.0,"fiction, classics, crime, business, thriller, contemporary"
424,231,4.0,"classics, ebooks, suspense, crime, fiction, thriller, mystery"
424,656,3.0,"classics, fiction, contemporary"
424,664,5.0,"classics, romance, fiction, ebooks"
424,506,5.0,"classics, fiction, romance, music"
425,85,4.0,"contemporary, history, classics, crime, thriller, biography, fiction"
425,410,5.0,"history, philosophy, psychology, business, nonfiction, science, biography, classics, ebooks"
425,254,3.0,"history, fiction, fantasy, poetry, classics, romance"
425,210,5.0,"science, psychology, ebooks, nonfiction, philosophy, religion, history"
425,597,4.0,"fantasy, fiction, classics"
425,481,5.0,"crime, contemporary, romance, science, ebooks, suspense, mystery, thriller, fiction, fantasy"
426,123,4.0,"romance, paranormal, fiction, mystery, fantasy"
426,24,4.0,"mystery, contemporary, classics, fiction, fantasy, paranormal"
426,283,3.0,"contemporary, mystery, classics, fantasy, paranormal, fiction"
426,56,3.0,"contemporary, fantasy, classics, science, ebooks, fiction"
426,124,4.0,"fantasy, classics, science, philosophy, contemporary, ebooks, fiction"
426,71,4.0,"memoir, biography, history, fiction, ebooks, science, nonfiction, contemporary, travel"
426,25,3.0,"contemporary, ebooks, nonfiction, history"
426,73,4.0,"fiction, classics, contemporary"
426,28,3.0,"nonfiction, ebooks"
426,74,4.0,"history, contemporary, fiction, sports, memoir, classics"
426,5,3.0,"fiction, ebooks, contemporary, romance, memoir, classics"
426,30,2.0,"horror, classics, fiction, thriller, fantasy, contemporary, suspense, crime, history, mystery"
426,126,3.0,"fiction, classics, romance, science, fantasy"
426,87,3.0,"romance, philosophy, thriller, crime, mystery, contemporary, fiction"
426,16,4.0,"art, nonfiction, psychology, science, philosophy, history, classics, business"
426,109,4.0,"classics, ebooks, suspense, thriller, fiction, mystery, crime"
427,123,4.0,"fantasy, fiction, paranormal, romance, mystery"
427,24,4.0,"contemporary, mystery, fantasy, fiction, classics, paranormal"
427,1,4.0,"contemporary, mystery, classics, fiction, fantasy, paranormal"
427,68,4.0,"fiction, classics, paranormal, fantasy, thriller, contemporary, mystery"
427,283,4.0,"contemporary, mystery, paranormal, classics, fiction, fantasy"
427,124,4.0,"fiction, fantasy, classics, ebooks, philosophy, contemporary, science"
