user,item,rating,genre
450,683,5.0,"horror, fiction, suspense, science, history, contemporary, ebooks, paranormal, thriller, fantasy"
451,320,3.0,"psychology, religion, christian, nonfiction"
451,271,4.0,"memoir, contemporary, biography, nonfiction, fiction, psychology"
451,249,2.0,"spirituality, philosophy, contemporary, romance, ebooks, fiction, classics"
451,504,1.0,"fantasy, romance, history, contemporary, fiction, religion, classics"
451,423,3.0,"fiction, contemporary"
451,173,3.0,"romance, classics, history"
451,302,4.0,"fiction, romance, religion, classics"
451,221,3.0,"contemporary, classics, fiction"
451,543,1.0,"fiction, romance, classics, history"
451,420,2.0,"history, fiction, romance, classics, contemporary"
452,14,4.0,"history, sports, science, psychology, biography, memoir, music, philosophy, fiction, nonfiction, contemporary"
452,147,4.0,"philosophy, spirituality, fantasy, travel, religion, contemporary, romance, ebooks, fiction, classics"
452,116,3.0,"fiction, classics"
452,148,4.0,"fiction, ebooks, nonfiction, cookbooks"
452,300,4.0,"mystery, psychology, romance, classics, fiction, ebooks"
452,330,3.0,"fiction, romance, classics, ebooks, poetry, fantasy"
452,99,4.0,"religion, ebooks, fantasy, history, romance, contemporary, mystery, art, fiction, classics"
452,314,3.0,"fantasy, science, classics, fiction"
452,209,3.0,"crime, mystery, history, romance, suspense, ebooks, thriller, fiction"
452,421,5.0,"fantasy, fiction, ebooks"
453,283,5.0,"fiction, classics, paranormal, mystery, contemporary, fantasy"
453,72,3.0,"fiction, biography, memoir, nonfiction, travel, ebooks, contemporary, history"
453,25,5.0,"nonfiction, history, ebooks, contemporary"
453,58,3.0,"fantasy, ebooks, fiction, classics"
453,59,4.0,"fiction, history, contemporary, classics, ebooks"
453,131,3.0,"religion, philosophy, fantasy, science, ebooks, fiction, classics"
453,126,3.0,"romance, science, classics, fiction, fantasy"
453,9,1.0,"crime, classics, contemporary, fantasy, mystery, fiction, science, ebooks"
453,62,3.0,"fantasy, fiction, classics"
453,64,4.0,"fiction, romance, business, philosophy, classics, mystery, ebooks, science, contemporary, fantasy"
453,16,3.0,"nonfiction, business, art, classics, history, philosophy, science, psychology"
453,330,2.0,"poetry, ebooks, classics, romance, fantasy, fiction"
453,230,3.0,"suspense, thriller, christian, fiction, fantasy, mystery, religion, horror, ebooks, contemporary, paranormal, romance"
453,584,4.0,"contemporary, classics, fiction, history, ebooks, fantasy"
453,381,5.0,"fiction, classics, history, contemporary"
454,115,5.0,"philosophy, classics, fiction, contemporary"
454,408,5.0,"thriller, fiction, crime, ebooks, suspense, mystery, classics"
454,223,5.0,"contemporary, suspense, fiction, horror, ebooks, thriller, mystery, crime"
454,182,5.0,"crime, classics, fiction, history, mystery, contemporary"
454,514,5.0,"contemporary, ebooks, classics, fiction, romance"
454,224,5.0,"fiction, thriller, mystery, suspense, crime, ebooks, contemporary"
454,225,5.0,"psychology, science, fiction, ebooks, biography, philosophy, nonfiction, history, memoir"
454,562,5.0,"thriller, mystery, crime, fiction, contemporary, classics, horror, philosophy, ebooks, psychology, suspense, fantasy"
454,517,5.0,"contemporary, ebooks, suspense, thriller, fiction, mystery, crime"
454,583,5.0,"fiction, poetry"
454,684,5.0,"mystery, thriller, ebooks, horror, contemporary, fiction"
455,116,5.0,"classics, fiction"
455,117,5.0,"mystery, history, fantasy, thriller, religion, contemporary, romance, classics, ebooks, suspense, fiction, art, crime"
455,97,5.0,"history, classics, travel, nonfiction, fiction, philosophy"
455,461,5.0,"science, horror, classics, fiction, fantasy, ebooks, travel"
455,327,4.0,"ebooks, contemporary, biography, memoir, nonfiction, fiction"
455,313,5.0,"contemporary, romance, fiction, classics"
455,268,5.0,"contemporary, fiction"
455,269,5.0,"history, fiction, classics, ebooks, philosophy"
455,260,5.0,"mystery, classics, horror, crime, romance, ebooks, suspense, thriller"
455,495,5.0,"fiction, classics, fantasy"
455,685,5.0,"fiction, thriller, mystery, contemporary, suspense, business, ebooks, romance, crime"
455,686,5.0,"classics, biography, comics, history, fiction, memoir, contemporary, nonfiction"
456,33,4.0,"classics, fiction, contemporary, ebooks, romance"
456,97,4.0,"fiction, history, travel, philosophy, classics, nonfiction"
456,220,4.0,"nonfiction, business, ebooks, psychology"
456,327,4.0,"ebooks, contemporary, nonfiction, fiction, biography, memoir"
456,256,3.0,"history, fiction, classics"
456,268,4.0,"fiction, contemporary"
456,257,3.0,"classics, fiction, contemporary, poetry, nonfiction, memoir, biography, spirituality, history"
456,550,5.0,"fiction, contemporary, romance"
456,258,3.0,"fiction, contemporary, psychology, romance, classics"
456,269,4.0,"fiction, philosophy, history, classics, ebooks"
457,1,4.0,"fantasy, contemporary, fiction, mystery, paranormal, classics"
457,4,5.0,"ebooks, religion, philosophy, science, classics, fantasy, fiction"
457,75,4.0,"fiction, contemporary, romance"
457,6,5.0,"biography, romance, ebooks, contemporary, classics, fiction"
457,8,4.0,"classics, fiction, contemporary, romance"
457,51,4.0,"horror, contemporary, crime, suspense, ebooks, fantasy, science, mystery, thriller, fiction"
457,271,4.0,"memoir, contemporary, nonfiction, fiction, psychology, biography"
457,107,3.0,"fiction, classics, romance, ebooks"
457,172,3.0,"history, biography, memoir, nonfiction"
457,302,4.0,"classics, fiction, religion, romance"
457,243,4.0,"fantasy, ebooks, paranormal, philosophy, mystery, horror, fiction, classics"
457,475,4.0,"fiction, fantasy, classics, history, ebooks, philosophy"
458,27,5.0,"fantasy, art, fiction, nonfiction, science"
458,59,4.0,"fiction, history, contemporary, classics, ebooks"
458,28,5.0,"nonfiction, ebooks"
458,74,5.0,"classics, fiction, memoir, sports, contemporary, history"
458,5,5.0,"fiction, classics, memoir, ebooks, contemporary, romance"
458,48,5.0,"religion, ebooks, romance, fiction, classics"
458,131,3.0,"fantasy, philosophy, science, religion, ebooks, classics, fiction"
458,88,4.0,"psychology, nonfiction, business"
458,34,5.0,"crime, mystery, suspense, contemporary, romance, science, fantasy, ebooks, fiction, thriller"
458,278,5.0,"psychology, philosophy, science, ebooks, nonfiction, business"
458,91,5.0,"science, philosophy, ebooks, history, nonfiction"
458,508,4.0,"classics, fantasy, religion, poetry, history"
458,510,4.0,"fiction, fantasy, ebooks, science, philosophy, contemporary, religion, classics"
458,432,4.0,"crime, ebooks, romance, mystery, thriller, suspense, contemporary, fiction"
458,403,5.0,"ebooks, romance, memoir, contemporary, fiction"
458,282,5.0,"religion, philosophy, ebooks, science, fantasy, fiction, classics"
459,2,5.0,"fiction, classics, fantasy, ebooks"
459,7,3.0,"romance, religion, classics, poetry, fantasy, ebooks, philosophy, spirituality"
459,319,5.0,"nonfiction, contemporary, science, fiction, psychology, ebooks, philosophy, history, business"
459,64,5.0,"fantasy, contemporary, business, philosophy, classics, fiction, science, ebooks, romance, mystery"
459,51,5.0,"fiction, thriller, horror, science, mystery, crime, contemporary, suspense, ebooks, fantasy"
459,320,5.0,"christian, nonfiction, psychology, religion"
459,159,5.0,"ebooks, memoir, nonfiction, fiction, business, history, biography"
459,220,5.0,"psychology, ebooks, business, nonfiction"
459,182,5.0,"contemporary, mystery, history, fiction, classics, crime"
459,687,5.0,"fiction, history, classics, ebooks"
459,611,5.0,"classics, contemporary, travel, religion, fantasy, ebooks, romance, fiction, history"
459,619,5.0,"ebooks, crime, fiction, thriller, suspense, history, mystery"
460,2,5.0,"ebooks, fiction, classics, fantasy"
460,261,4.0,"philosophy, ebooks, fantasy, science, history, classics, fiction, contemporary"
460,115,4.0,"philosophy, fiction, contemporary, classics"
460,320,4.0,"christian, psychology, nonfiction, religion"
460,37,4.0,"history, nonfiction, biography, fiction, classics, ebooks"
460,38,4.0,"suspense, thriller, history, crime, ebooks, fiction, mystery, fantasy, classics, romance, contemporary"
460,437,4.0,"fantasy, philosophy, poetry, fiction, classics, ebooks, history"
460,40,4.0,"fiction, contemporary, classics, romance, ebooks"
460,321,4.0,"science, paranormal, fiction, psychology, history, nonfiction, memoir, contemporary, ebooks, biography"
460,41,4.0,"classics, ebooks, philosophy, history, science, nonfiction, fiction"
460,580,4.0,"fiction, contemporary, classics, romance"
460,560,4.0,"history, nonfiction, business, science, ebooks, travel, cookbooks"
460,43,3.0,"classics, fiction, travel, romance, history"
460,45,3.0,"fiction, contemporary, mystery, suspense"
460,557,3.0,"thriller, ebooks, suspense, contemporary, crime, romance, mystery, fiction"
461,278,5.0,"science, philosophy, ebooks, psychology, nonfiction, business"
461,37,5.0,"history, nonfiction, fiction, classics, ebooks, biography"
461,38,5.0,"suspense, thriller, contemporary, romance, crime, fiction, classics, mystery, history, fantasy, ebooks"
461,40,4.0,"fiction, romance, contemporary, classics, ebooks"
461,348,2.0,"fiction, romance, classics, ebooks, history"
461,41,3.0,"ebooks, fiction, classics, philosophy, history, science, nonfiction"
461,176,2.0,"ebooks, history, fiction, romance, fantasy, paranormal, mystery"
461,43,4.0,"travel, romance, classics, fiction, history"
461,640,2.0,"fantasy, ebooks, science, fiction, thriller, horror, mystery, paranormal, suspense"
461,45,3.0,"contemporary, fiction, suspense, mystery"
461,526,5.0,"paranormal, fantasy, fiction, history, ebooks, romance"
461,664,4.0,"classics, fiction, romance, ebooks"
461,557,3.0,"contemporary, crime, fiction, mystery, romance, suspense, ebooks, thriller"
462,1,3.0,"fantasy, fiction, classics, paranormal, mystery, contemporary"
462,72,2.0,"travel, nonfiction, memoir, fiction, ebooks, history, biography, contemporary"
462,57,5.0,"biography, history, ebooks, fiction, contemporary, memoir, nonfiction, travel"
462,27,5.0,"fantasy, art, nonfiction, science, fiction"
462,28,2.0,"ebooks, nonfiction"
462,3,3.0,"classics, science, religion, ebooks, philosophy, fantasy, fiction"
462,4,2.0,"science, classics, fantasy, fiction, philosophy, religion, ebooks"
462,61,5.0,"ebooks, science, philosophy, religion, fiction, fantasy, classics"
462,5,5.0,"ebooks, fiction, classics, memoir, romance, contemporary"
462,62,3.0,"classics, fantasy, fiction"
462,15,4.0,"thriller, science, fantasy, ebooks, contemporary, mystery, fiction, history"
462,65,4.0,"business, classics, ebooks, spirituality, nonfiction"
462,232,4.0,"ebooks, classics, contemporary, fiction"
462,688,1.0,"classics, ebooks, fiction, fantasy"
463,39,3.0,"classics, history, nonfiction, fiction, memoir, philosophy, biography, contemporary, religion, horror"
463,426,4.0,"history, biography, nonfiction, classics, ebooks"
463,456,4.0,"thriller, business, crime, classics, contemporary, fiction"
463,472,5.0,"ebooks, contemporary, fiction, horror, paranormal, fantasy"
463,639,4.0,"history, cookbooks, ebooks, science, nonfiction"
463,473,5.0,"ebooks, fiction, mystery, thriller, crime, suspense, contemporary"
463,397,5.0,"classics, fiction, travel"
463,656,5.0,"fiction, contemporary, classics"
463,689,2.0,"mystery, psychology, contemporary, fiction"
463,492,5.0,"science, nonfiction, fiction, ebooks, memoir, travel, history, classics, biography"
464,22,4.0,"fantasy, fiction, classics, paranormal, mystery, contemporary, romance"
464,123,4.0,"fiction, paranormal, mystery, romance, fantasy"
464,23,3.0,"contemporary, paranormal, mystery, fantasy, fiction, classics"
464,24,5.0,"fantasy, fiction, paranormal, classics, contemporary, mystery"
464,68,3.0,"mystery, paranormal, fantasy, classics, fiction, thriller, contemporary"
464,56,5.0,"science, contemporary, ebooks, fiction, fantasy, classics"
464,125,4.0,"memoir, biography, nonfiction, fiction, history, travel, contemporary, ebooks"
464,25,4.0,"nonfiction, history, ebooks, contemporary"
464,58,3.0,"fantasy, classics, fiction, ebooks"
464,2,4.0,"fantasy, ebooks, fiction, classics"
464,59,4.0,"history, contemporary, classics, ebooks, fiction"
464,60,4.0,"classics, fiction, ebooks"
464,84,5.0,"science, classics, nonfiction, fiction, art, fantasy"
464,48,3.0,"classics, fiction, romance, ebooks, religion"
464,9,3.0,"fiction, fantasy, ebooks, contemporary, classics, crime, science, mystery"
464,86,5.0,"nonfiction, memoir, history, classics, fiction, biography, contemporary, travel, philosophy"
464,16,5.0,"history, philosophy, nonfiction, business, art, psychology, science, classics"
464,159,3.0,"ebooks, memoir, fiction, nonfiction, biography, history, business"
464,83,5.0,"biography, nonfiction, classics, fiction, ebooks, philosophy, contemporary, history, memoir, travel"
464,529,3.0,"ebooks, fiction, classics, romance, contemporary"
464,202,3.0,"philosophy, nonfiction, business, classics, ebooks, science, history"
464,152,3.0,"ebooks, crime, classics, mystery, thriller, suspense, fiction"
464,111,2.0,"ebooks, psychology, business, philosophy, classics, nonfiction"
464,243,2.0,"paranormal, philosophy, mystery, ebooks, fantasy, horror, classics, fiction"
465,229,3.0,"fiction, biography, travel, contemporary, classics, memoir, history, nonfiction"
465,451,4.0,"mystery, ebooks, fiction, classics, fantasy"
465,307,4.0,"philosophy, fiction, classics, contemporary, nonfiction"
465,452,4.0,"ebooks, contemporary, fiction, romance, mystery"
465,325,4.0,"ebooks, fiction, romance, contemporary"
465,266,4.0,"classics, fiction, contemporary"
465,342,4.0,"sports, mystery, fiction, thriller, ebooks, crime, contemporary, suspense"
465,374,4.0,"mystery, contemporary, thriller, suspense, fiction, crime, ebooks, horror"
465,685,3.0,"fiction, thriller, mystery, romance, contemporary, suspense, crime, business, ebooks"
465,690,4.0,"fiction, classics, contemporary, ebooks, science, philosophy, fantasy"
466,3,3.0,"religion, ebooks, philosophy, science, classics, fiction, fantasy"
466,75,5.0,"contemporary, fiction, romance"
466,7,5.0,"poetry, classics, philosophy, romance, spirituality, fantasy, religion, ebooks"
466,48,3.0,"ebooks, romance, fiction, classics, religion"
466,131,2.0,"ebooks, religion, science, philosophy, fantasy, classics, fiction"
466,9,4.0,"contemporary, classics, science, crime, mystery, fiction, fantasy, ebooks"
466,86,5.0,"contemporary, classics, fiction, biography, history, memoir, nonfiction, travel, philosophy"
466,81,3.0,"ebooks, history, philosophy, science, nonfiction"
466,51,3.0,"crime, fiction, thriller, mystery, science, fantasy, ebooks, suspense, contemporary, horror"
466,330,1.0,"classics, fiction, fantasy, poetry, ebooks, romance"
466,245,4.0,"fiction, fantasy, contemporary, classics"
466,202,4.0,"ebooks, history, classics, philosophy, nonfiction, business, science"
466,110,2.0,"suspense, thriller, ebooks, classics, mystery, fiction, crime"
466,203,4.0,"contemporary, fiction"
467,29,3.0,"philosophy, ebooks, religion, science, classics, fantasy, fiction"
467,4,3.0,"philosophy, ebooks, fiction, fantasy, classics, science, religion"
467,8,5.0,"contemporary, fiction, classics, romance"
467,179,3.0,"ebooks, romance, philosophy, classics, science, religion, fantasy, fiction"
467,158,3.0,"ebooks, philosophy, classics, religion, fantasy, fiction, nonfiction, science, mystery, biography"
467,169,4.0,"fiction, contemporary, ebooks"
467,146,4.0,"fantasy, classics, contemporary, history, fiction"
467,82,4.0,"classics, fantasy, travel, religion, mystery, ebooks, contemporary, spirituality, fiction, philosophy, romance"
467,249,5.0,"fiction, romance, contemporary, philosophy, spirituality, classics, ebooks"
467,573,3.0,"classics, fiction, fantasy, philosophy, science, ebooks"
467,524,2.0,"contemporary, classics, ebooks, romance, fiction"
467,691,4.0,"philosophy, classics, romance, fantasy, religion, spirituality, fiction, contemporary"
468,115,5.0,"philosophy, classics, contemporary, fiction"
468,362,4.0,"classics, nonfiction, contemporary, fiction, poetry, ebooks"
468,528,5.0,"fiction, romance, history, fantasy, ebooks, contemporary, classics"
468,438,5.0,"nonfiction, business, science, classics, psychology, history"
468,609,5.0,"history, fiction, classics"
468,138,5.0,"classics, contemporary, romance, ebooks, fiction"
468,309,5.0,"contemporary, history, fiction, fantasy, biography, nonfiction, art, classics, comics"
468,636,5.0,"travel, paranormal, ebooks, contemporary, romance, fiction, fantasy"
468,593,5.0,"fantasy, history, fiction, poetry, paranormal, ebooks, horror"
468,692,5.0,"thriller, science, horror, ebooks, fantasy, classics, fiction"
469,287,5.0,"classics, suspense, thriller, fantasy, contemporary, mystery, fiction"
469,201,4.0,"nonfiction, business, history, science, philosophy"
469,11,5.0,"history, ebooks, fiction, classics, romance"
469,551,4.0,"spirituality, history, philosophy, religion, psychology, nonfiction, science"
469,422,3.0,"fiction, history, romance, classics, biography"
469,216,4.0,"mystery, science, ebooks, fiction, fantasy"
469,217,4.0,"suspense, mystery, fiction, romance, crime, contemporary, thriller, ebooks"
469,273,3.0,"fantasy, classics, fiction"
469,189,4.0,"psychology, ebooks, nonfiction, business"
469,350,5.0,"suspense, mystery, fiction, thriller, crime, science, romance, history, ebooks"
469,296,4.0,"ebooks, history, classics, contemporary, fiction"
470,58,4.0,"ebooks, fiction, classics, fantasy"
470,74,3.0,"memoir, sports, contemporary, history, classics, fiction"
470,48,3.0,"religion, ebooks, romance, fiction, classics"
470,131,4.0,"classics, ebooks, religion, science, philosophy, fantasy, fiction"
470,127,3.0,"contemporary, poetry, biography, fiction, nonfiction, memoir"
470,63,3.0,"contemporary, thriller, classics, crime, ebooks, mystery, fiction"
470,319,3.0,"ebooks, fiction, psychology, science, business, history, philosophy, contemporary, nonfiction"
470,146,3.0,"fiction, fantasy, classics, contemporary, history"
470,51,4.0,"science, fantasy, ebooks, mystery, suspense, thriller, fiction, contemporary, crime, horror"
470,249,3.0,"contemporary, spirituality, philosophy, ebooks, classics, romance, fiction"
470,92,4.0,"ebooks, business, nonfiction, biography, history"
470,521,4.0,"fiction, art, classics, romance, history, contemporary"
470,44,3.0,"ebooks, contemporary, biography, fiction, nonfiction, memoir"
470,482,3.0,"philosophy, memoir, biography, religion, spirituality, fiction, classics, nonfiction, psychology, art, science"
470,693,3.0,"fiction, contemporary, philosophy, classics, ebooks"
471,131,2.0,"ebooks, philosophy, fantasy, classics, religion, science, fiction"
471,49,2.0,"fantasy, classics, ebooks, science, fiction"
471,85,3.0,"biography, history, crime, classics, contemporary, thriller, fiction"
471,63,3.0,"thriller, ebooks, fiction, mystery, contemporary, crime, classics"
471,215,4.0,"fiction, history, philosophy, poetry"
471,119,4.0,"ebooks, romance, fiction, classics"
471,426,3.0,"history, classics, nonfiction, ebooks, biography"
471,297,4.0,"philosophy, religion, ebooks, thriller, crime, classics, history, fiction, mystery, art, contemporary"
471,42,4.0,"nonfiction, science, history, philosophy, cookbooks, ebooks, memoir"
471,596,5.0,"thriller, ebooks, mystery, fiction, crime, classics, suspense"
471,102,4.0,"spirituality, philosophy, fiction, fantasy, travel, biography, religion, contemporary, ebooks, memoir, classics, nonfiction, romance"
471,459,3.0,"music, romance, contemporary, fantasy, classics, philosophy, fiction"
472,131,4.0,"ebooks, religion, science, fantasy, philosophy, classics, fiction"
472,49,4.0,"fiction, fantasy, ebooks, classics, science"
472,205,4.0,"fiction, nonfiction, science, psychology, business, philosophy, history, ebooks, contemporary"
472,507,3.0,"nonfiction, psychology, philosophy, history, science, classics"
472,230,4.0,"fiction, fantasy, thriller, christian, paranormal, contemporary, religion, ebooks, horror, suspense, romance, mystery"
472,659,4.0,"paranormal, ebooks, mystery, contemporary, fiction, romance"
472,207,4.0,"ebooks, classics, philosophy, history, nonfiction, science, fiction"
472,639,3.0,"nonfiction, science, history, ebooks, cookbooks"
472,584,4.0,"history, fantasy, ebooks, classics, contemporary, fiction"
472,130,5.0,"thriller, crime, suspense, ebooks, contemporary, fiction, mystery"
472,259,3.0,"fiction, ebooks, classics, contemporary"
473,3,5.0,"science, classics, religion, fantasy, ebooks, philosophy, fiction"
473,198,4.0,"fiction, romance"
473,88,4.0,"nonfiction, business, psychology"
473,278,5.0,"business, nonfiction, psychology, ebooks, philosophy, science"
473,288,1.0,"poetry, travel, ebooks, philosophy, history, fantasy, fiction, classics"
473,249,4.0,"philosophy, classics, ebooks, contemporary, romance, fiction, spirituality"
473,196,3.0,"classics, fiction, ebooks, fantasy"
473,507,5.0,"history, philosophy, classics, science, psychology, nonfiction"
473,129,5.0,"psychology, religion, science, nonfiction, history, philosophy"
473,92,5.0,"history, biography, nonfiction, business, ebooks"
473,322,5.0,"ebooks, science, nonfiction, history"
473,152,5.0,"fiction, ebooks, crime, classics, mystery, thriller, suspense"
473,510,5.0,"classics, philosophy, science, fantasy, ebooks, fiction, contemporary, religion"
474,426,5.0,"biography, nonfiction, classics, ebooks, history"
474,223,3.0,"thriller, suspense, crime, mystery, fiction, horror, contemporary, ebooks"
474,363,5.0,"fiction, classics, romance, ebooks, history"
474,422,3.0,"fiction, romance, biography, classics, history"
474,343,3.0,"contemporary, memoir, nonfiction, fiction, biography"
474,66,4.0,"ebooks, religion, contemporary, fiction, classics"
474,572,4.0,"nonfiction, memoir, biography, fiction, history, classics, contemporary"
474,694,5.0,"fantasy, thriller, suspense, religion, christian, fiction, ebooks, contemporary, mystery, spirituality, horror, paranormal"
474,162,4.0,"nonfiction, business, history, fiction"
474,175,3.0,"ebooks, contemporary, romance, fiction"
475,74,4.0,"memoir, fiction, classics, history, contemporary, sports"
475,30,4.0,"mystery, horror, classics, fiction, crime, thriller, history, suspense, contemporary, fantasy"
475,63,3.0,"crime, contemporary, mystery, fiction, classics, thriller, ebooks"
475,146,2.0,"fantasy, fiction, history, contemporary, classics"
475,147,3.0,"classics, spirituality, contemporary, religion, travel, ebooks, romance, philosophy, fantasy, fiction"
475,182,2.0,"fiction, history, contemporary, mystery, crime, classics"
475,231,4.0,"mystery, classics, thriller, suspense, ebooks, fiction, crime"
475,233,3.0,"classics, ebooks, mystery, contemporary, fiction"
475,259,3.0,"fiction, contemporary, classics, ebooks"
475,185,2.0,"horror, contemporary, ebooks, suspense, thriller, fiction, crime, mystery"
476,22,4.0,"mystery, romance, contemporary, fantasy, fiction, classics, paranormal"
476,123,5.0,"fiction, romance, mystery, paranormal, fantasy"
476,23,1.0,"fiction, classics, paranormal, fantasy, mystery, contemporary"
476,24,5.0,"contemporary, mystery, paranormal, fiction, fantasy, classics"
476,68,5.0,"paranormal, fiction, classics, fantasy, mystery, contemporary, thriller"
476,283,4.0,"contemporary, fiction, classics, paranormal, fantasy, mystery"
476,56,4.0,"contemporary, fiction, fantasy, classics, science, ebooks"
476,58,4.0,"ebooks, fantasy, classics, fiction"
476,27,5.0,"fiction, art, nonfiction, fantasy, science"
476,59,4.0,"fiction, history, classics, contemporary, ebooks"
476,60,1.0,"fiction, classics, ebooks"
476,3,4.0,"fiction, fantasy, classics, science, religion, ebooks, philosophy"
476,84,3.0,"fantasy, art, nonfiction, fiction, classics, science"
476,75,2.0,"romance, fiction, contemporary"
476,5,4.0,"ebooks, contemporary, romance, classics, fiction, memoir"
476,76,4.0,"classics, fiction, romance, ebooks"
476,7,3.0,"classics, poetry, religion, spirituality, romance, philosophy, fantasy, ebooks"
476,48,4.0,"religion, fiction, ebooks, classics, romance"
476,81,4.0,"philosophy, ebooks, history, nonfiction, science"
476,404,5.0,"cookbooks, nonfiction, ebooks"
476,205,2.0,"nonfiction, science, psychology, fiction, contemporary, ebooks, history, philosophy, business"
476,129,5.0,"philosophy, science, nonfiction, history, religion, psychology"
476,172,3.0,"history, nonfiction, memoir, biography"
477,70,5.0,"ebooks, contemporary, travel, fiction, biography, nonfiction, memoir, history"
477,48,3.0,"ebooks, romance, fiction, classics, religion"
477,30,3.0,"thriller, fiction, classics, horror, mystery, crime, fantasy, contemporary, suspense, history"
477,131,2.0,"ebooks, religion, science, philosophy, fantasy, classics, fiction"
477,126,5.0,"fantasy, fiction, classics, romance, science"
477,204,4.0,"fiction, fantasy, mystery, crime, ebooks, science, classics, travel, paranormal, contemporary"
477,132,5.0,"contemporary, classics, fantasy, mystery, fiction"
477,205,5.0,"nonfiction, science, contemporary, ebooks, history, philosophy, business, fiction, psychology"
477,164,3.0,"sports, nonfiction, contemporary, memoir, psychology, history, science, fiction, biography, ebooks, business"
477,348,3.0,"ebooks, classics, fiction, romance, history"
477,165,2.0,"romance, fiction, history, travel, contemporary, ebooks"
477,19,4.0,"contemporary, history, fiction, music, classics, ebooks"
477,266,5.0,"fiction, contemporary, classics"
478,578,3.0,"classics, fiction, ebooks, fantasy"
478,624,5.0,"contemporary, biography, nonfiction, memoir, fiction, ebooks"
478,633,3.0,"nonfiction, fiction, classics, fantasy"
478,532,4.0,"ebooks, philosophy, romance, contemporary, mystery, classics, fantasy, fiction"
478,634,4.0,"horror, thriller, ebooks, romance, mystery, fiction, fantasy, paranormal, suspense"
478,533,4.0,"fiction, ebooks, romance, contemporary"
478,499,4.0,"contemporary, crime, fiction, ebooks, mystery, suspense, thriller"
478,517,5.0,"mystery, crime, fiction, thriller, suspense, ebooks, contemporary"
478,484,4.0,"mystery, fantasy, thriller, ebooks, fiction, contemporary"
478,675,5.0,"classics, fiction, history, ebooks, fantasy, romance"
478,695,4.0,"contemporary, mystery, fiction, thriller, suspense, crime, ebooks, romance"
478,696,3.0,"nonfiction, memoir, philosophy, ebooks, classics, contemporary, psychology, fiction, biography"
479,22,4.0,"classics, romance, mystery, fantasy, fiction, contemporary, paranormal"
479,123,5.0,"fiction, fantasy, romance, mystery, paranormal"
479,23,3.0,"mystery, paranormal, classics, fiction, contemporary, fantasy"
479,283,4.0,"fantasy, fiction, classics, mystery, contemporary, paranormal"
479,56,4.0,"science, ebooks, contemporary, fiction, fantasy, classics"
479,124,5.0,"fiction, ebooks, science, classics, fantasy, contemporary, philosophy"
479,69,5.0,"fiction, travel, history, nonfiction, science, philosophy, ebooks"
479,70,5.0,"contemporary, ebooks, fiction, biography, history, memoir, travel, nonfiction"
479,71,5.0,"science, contemporary, ebooks, nonfiction, memoir, biography, travel, history, fiction"
479,72,4.0,"fiction, nonfiction, travel, biography, memoir, ebooks, contemporary, history"
479,57,5.0,"nonfiction, memoir, history, ebooks, fiction, contemporary, travel, biography"
479,26,4.0,"fiction, classics, fantasy"
479,58,4.0,"fantasy, classics, ebooks, fiction"
479,2,1.0,"ebooks, fiction, classics, fantasy"
479,73,5.0,"classics, contemporary, fiction"
479,60,4.0,"ebooks, fiction, classics"
479,28,4.0,"ebooks, nonfiction"
479,75,4.0,"contemporary, fiction, romance"
479,7,4.0,"poetry, classics, philosophy, romance, spirituality, fantasy, religion, ebooks"
479,8,4.0,"classics, fiction, contemporary, romance"
479,30,3.0,"history, suspense, contemporary, fantasy, thriller, crime, horror, classics, fiction, mystery"
479,62,3.0,"classics, fiction, fantasy"
479,81,3.0,"history, ebooks, philosophy, nonfiction, science"
479,219,4.0,"fiction, history, science, ebooks, philosophy, fantasy"
479,105,4.0,"mystery, romance, comics, manga, fiction, fantasy"
479,52,3.0,"biography, memoir, history, contemporary, classics, romance, fiction"
479,10,3.0,"religion, contemporary, suspense, thriller, fiction, fantasy, romance, mystery, ebooks, classics, art, history"
479,37,1.0,"ebooks, fiction, classics, history, nonfiction, biography"
479,496,5.0,"psychology, nonfiction, romance, philosophy, fiction, ebooks, classics, contemporary"
479,551,4.0,"philosophy, religion, science, nonfiction, psychology, spirituality, history"
479,240,4.0,"ebooks, contemporary, romance, fiction"
479,161,3.0,"nonfiction, business"
480,4,4.0,"philosophy, religion, ebooks, science, fantasy, fiction, classics"
480,6,4.0,"classics, contemporary, ebooks, romance, biography, fiction"
480,31,3.0,"fantasy, fiction, classics, romance, travel, ebooks, science"
480,158,4.0,"religion, philosophy, ebooks, biography, mystery, nonfiction, fiction, fantasy, science, classics"
480,51,3.0,"mystery, science, fantasy, ebooks, suspense, fiction, thriller, horror, contemporary, crime"
480,37,3.0,"history, fiction, classics, biography, nonfiction, ebooks"
480,38,3.0,"fantasy, suspense, romance, thriller, contemporary, mystery, ebooks, crime, history, classics, fiction"
480,164,3.0,"history, business, nonfiction, sports, science, biography, psychology, fiction, ebooks, memoir, contemporary"
480,40,3.0,"romance, contemporary, ebooks, classics, fiction"
480,382,3.0,"ebooks, contemporary, fiction, romance"
480,188,4.0,"art, contemporary, classics, ebooks, fiction, history, romance"
481,198,3.0,"romance, fiction"
481,214,3.0,"fantasy, fiction, history, thriller, philosophy, science, ebooks"
481,34,3.0,"thriller, ebooks, crime, suspense, mystery, contemporary, romance, science, fantasy, fiction"
481,278,2.0,"science, philosophy, ebooks, psychology, nonfiction, business"
